station_name,lat,lng,no_return_pc,daily_deps,daily_arrs
Jay St & York St,40.70140317257725,-73.98672670125961,-2.7,73.5,75.4
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,-0.5,16.4,16.5
Jefferson St & Cypress Ave,40.70907,-73.92157,-1.1,23.2,23.5
Jerome Ave & Anderson Ave,40.830179,-73.928747,-1.5,4.5,4.5
Jerome Ave & Bedford Park Blvd E,40.87307,-73.88971,-1.2,9.6,9.7
Jerome Ave & E 164 St,40.831444,-73.926226,-1.9,6.2,6.3
Jerome Ave & E 181 St,40.855653,-73.905528,-3.1,4.0,4.1
Jerome Ave & E 198 St,40.87144520687118,-73.89289632439613,7.1,2.0,1.8
Jerome Ave & E Mosholu Parkway S,40.87935,-73.88534,-2.4,10.3,10.5
Jerome Ave & Ogden Ave,40.829797,-73.931015,-0.5,6.5,6.6
Jerome Ave & W 177 St,40.850121,-73.910765,-2.8,4.2,4.3
Jerome Ave & W 184 St,40.860814,-73.902541,1.9,3.4,3.3
Jerome Ave & W 193 St,40.86659,-73.89794,-0.0,10.2,10.2
Jerome Ave & W 195 St,40.86874,-73.89657,2.4,7.6,7.4
Jerome Ave & W Fordham Rd,40.86294,-73.90108,3.6,9.1,8.8
Jersey & 3rd,40.72333158646436,-74.04595255851744,,0.0,0.0
Jersey & 6th St,40.72528910781132,-74.04557168483734,,0.0,0.1
John St & William St,40.70862144,-74.00722156,-2.5,61.5,63.1
Johnson St & Gold St,40.69474881,-73.98362464,-0.9,44.2,44.6
Journal Square,40.73367,-74.0625,,0.0,0.0
Kane St & Clinton St,40.6861758,-73.99645295,-0.5,37.8,38.0
Keegan Rd & 2 Ave,40.64243139706092,-74.0255355834961,-30.2,0.5,0.7
Kenmare St & Elizabeth St,40.72054,-73.9949,-0.7,99.1,99.8
Kent Ave & Division Ave,40.706563674670925,-73.9683187007904,-3.0,43.3,44.6
Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,-5.1,162.4,170.7
Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,-1.9,9.1,9.2
Kent St & McGuinness Blvd,40.73124,-73.95161,-6.2,14.0,14.9
King St & Varick St,40.72789701409023,-74.00536268949507,-0.4,92.5,92.9
Kingsland Ave & Nassau Ave,40.72577,-73.94173,0.2,60.4,60.3
Kingston Ave & Herkimer St,40.67890679,-73.94142771,0.8,45.5,45.2
Kingston Ave & Park Pl,40.67308,-73.94191,14.7,1.4,1.2
Knickerbocker Ave & Cooper St,40.69081,-73.90448,0.8,9.9,9.8
Knickerbocker Ave & George St,40.704425,-73.92836,-1.1,29.8,30.1
Knickerbocker Ave & Halsey St,40.693,-73.90824,1.9,20.5,20.1
Knickerbocker Ave & Hancock St,40.69385,-73.90974,7.7,6.9,6.4
Knickerbocker Ave & Moffat St,40.690434,-73.903737,0.2,2.8,2.8
Knickerbocker Ave & Thames St,40.70539,-73.92976,-0.9,25.9,26.2
Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,0.1,37.0,37.0
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,-0.4,47.2,47.4
LaGuardia Pl & W 3 St,40.72917025,-73.99810231,-2.2,132.4,135.4
Lab - NYC,40.75404038449624,-73.99646580219269,-1.5,0.2,0.2
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,0.4,54.5,54.3
Lafayette Ave & Ft Greene Pl,40.68700231292619,-73.97664964199066,-1.0,93.8,94.7
Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,-0.1,6.1,6.1
Lafayette Ave & St James Pl,40.68851534,-73.9647628,1.5,59.0,58.1
Lafayette Ave & Stuyvesant Ave,40.6919925157634,-73.9325501024723,-1.9,1.2,1.2
Lafayette Park,40.71346382669195,-74.06285852193832,,0.0,0.0
Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,-0.7,239.2,241.0
Lafayette St & Jersey St,40.72456089,-73.99565293,-0.6,179.4,180.5
Laight St & Hudson St,40.72185379,-74.00771779,-3.7,26.3,27.3
Lawrence St & Willoughby St,40.69236178,-73.98631746,-2.9,83.9,86.4
Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,0.6,45.0,44.7
Lenox Ave & W 111 St,40.7987859,-73.9523,-0.7,88.6,89.2
Lenox Ave & W 115 St,40.8011939,-73.9500739,-1.1,37.2,37.6
Lenox Ave & W 117 St,40.8025566,-73.9490782,-0.7,73.4,73.9
Lenox Ave & W 126 St,40.808442,-73.9452087,-0.6,79.0,79.4
Lenox Ave & W 130 St,40.8107922,-73.9430681,-0.8,30.2,30.4
Lenox Ave & W 133 St,40.81296,-73.941878,-0.4,29.0,29.1
Lenox Ave & W 140 St,40.817245,-73.938787,-0.9,27.8,28.1
Lenox Ave & W 144 St,40.819783,-73.936521,-0.8,16.9,17.0
Lenox Ave & W 146 St,40.821111,-73.935971,-1.5,12.5,12.7
Leonard St & Boerum St,40.70583339,-73.94644578,-0.7,31.0,31.2
Leonard St & Church St,40.717571,-74.005549,-1.0,89.5,90.4
Leonard St & Maujer St,40.7103685423523,-73.94705951213837,-0.4,58.9,59.1
Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,-1.7,68.2,69.4
Lewis Ave & Decatur St,40.6814598,-73.934903,0.0,30.6,30.6
Lewis Ave & Greene Ave,40.68995,-73.9365,-0.5,5.1,5.1
Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,3.0,37.3,36.2
Lewis Ave & Madison St,40.686312,-73.935775,0.9,52.2,51.7
Lexington Ave & Classon Ave,40.68676793,-73.95928168,0.6,54.9,54.6
Lexington Ave & E 111 St,40.7954121,-73.9441232,-0.6,58.8,59.2
Lexington Ave & E 120 St,40.8013066,-73.9398167,-0.5,30.4,30.6
Lexington Ave & E 127 St,40.805726,-73.936322,-2.1,16.2,16.6
Lexington Ave & E 128 St,40.806414,-73.936085,-0.9,10.4,10.5
Lexington Ave & E 24 St,40.74025878,-73.98409214,-0.0,165.5,165.5
Lexington Ave & E 26 St,40.741459,-73.983293,1.4,90.1,88.8
Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,2.6,111.7,108.7
Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206,-0.0,107.8,107.8
Lexington Ave & Stuyvesant Ave,40.68973,-73.93353,-37.5,0.0,0.0
Liberty Light Rail,40.7112423,-74.0557013,,0.0,0.0
Liberty St & Broadway,40.70905623,-74.01043382,-2.7,11.6,11.9
Liberty St & Nassau St,40.70858894240581,-74.00935482235809,-4.6,63.3,66.2
Lincoln Ave & E 134 St,40.808484,-73.928803,-0.2,10.3,10.3
Lincoln Ave & E 138 St,40.810893,-73.927311,-1.9,21.8,22.2
Lincoln Park,40.724605,-74.078406,,0.0,0.0
Lincoln Pl & Classon Ave,40.6721683,-73.9609,9.5,34.3,31.0
Lincoln Pl & Nostrand Ave,40.67077,-73.9507,-47.1,0.0,0.1
Linden St & Knickerbocker Ave,40.69714,-73.91566,-0.4,10.0,10.0
Lispenard St & Broadway,40.71939226,-74.00247214,-1.9,98.7,100.5
Little West St & 1 Pl,40.70569254,-74.01677685,-0.4,129.1,129.6
Longfellow Ave & E 165 St,40.825322,-73.887729,-1.7,4.8,4.9
Longwood Ave & Southern Blvd,40.816343,-73.896447,0.0,7.6,7.6
Lorimer St & Broadway,40.70411791,-73.94818595,-1.8,18.2,18.6
Loring Pl North & W 183 St,40.8604244,-73.9093359997,4.3,4.6,4.4
Louis Nine Blvd & Intervale Ave,40.831998,-73.892686,-2.4,5.2,5.4
MacDonough St & Malcolm X Blvd,40.68273,-73.92926,5.2,0.9,0.8
MacDonough St & Marcy Ave,40.68078,-73.94613,3.8,1.6,1.5
MacDougal St & Prince St,40.72710258,-74.00297088,-1.2,136.7,138.3
MacDougal St & Rockaway Ave,40.68018,-73.91136,9.0,0.6,0.6
MacDougal St & Washington Sq,40.73226398,-73.99852205,-1.6,103.2,104.9
Macombs Pl & W 152 St,40.826406,-73.937948,0.2,11.9,11.9
Macombs Rd & Featherbed Ln,40.84552,-73.91722,2.4,8.3,8.1
Macombs Rd & W 175 St,40.848177,-73.916082,0.9,7.6,7.5
Macon St & Howard Ave,40.68452,-73.92011,11.5,0.5,0.4
Macon St & Lewis Ave,40.68282,-73.93488,2.3,0.8,0.8
Macon St & Nostrand Ave,40.6809833854,-73.9500479759,0.0,54.6,54.6
Macon St & Patchen Ave,40.68374,-73.9261,1.0,0.5,0.5
Madison Av & E 51 St,40.75863,-73.97513,0.3,101.3,101.1
Madison Ave & E 120 St,40.80295,-73.942954,-0.6,33.3,33.5
Madison Ave & E 26 St,40.742684734875695,-73.98671329021454,-0.3,114.3,114.6
Madison Ave & E 82 St,40.7781314,-73.96069399,1.4,89.7,88.5
Madison Ave & E 99 St,40.78948541553215,-73.95242929458618,0.6,58.5,58.1
Madison St & 10 St,40.74994325412246,-74.03586477041245,,0.0,0.0
Madison St & Clinton St,40.71269042,-73.98776323,-1.2,38.4,38.9
Madison St & Cypress Ave,40.70068,-73.90742,1.2,12.6,12.4
Madison St & Evergreen Ave,40.69122,-73.91693,0.2,16.1,16.1
Madison St & Forest Ave,40.70555,-73.90245,4.8,18.1,17.2
Madison St & Malcolm X Blvd,40.68713,-73.93008,21.9,3.2,2.5
Madison St & Montgomery St,40.713126,-73.984844,0.3,56.3,56.2
Madison St & Seneca Ave,40.70183,-73.90625,3.4,11.6,11.2
Madison St & Woodward Ave,40.70408,-73.90408,2.5,17.4,17.0
Maiden Ln & Pearl St,40.70706456,-74.00731853,-0.5,55.8,56.1
Main St & Plymouth St,40.70378167354831,-73.99073392152786,-1.4,3.4,3.5
Malcolm X Blvd & DeKalb Ave,40.6938,-73.93114,1.9,3.7,3.6
Manhattan Av & Leonard St,40.72084,-73.94844,-3.0,23.0,23.7
Manila & 1st,40.72165072487999,-74.04288411140442,,0.0,0.0
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,-0.1,33.3,33.3
Marcy Ave & Lafayette Ave,40.6900815,-73.947915,-0.1,39.4,39.5
Margaret Corbin Plz & Ft Washington Ave,40.859166,-73.933872,2.7,8.7,8.4
Marin Light Rail,40.71458403535893,-74.04281705617905,,0.0,0.1
Marion Ave & Mosholu Pkwy,40.8704956,-73.8818756582,-1.9,5.9,6.1
Market St & Cherry St,40.71076228,-73.99400398,-0.9,50.9,51.3
Market St & Henry St,40.71310702305908,-73.99446353316307,-0.3,77.9,78.2
Marshall St & 2 St,40.740802,-74.042521,,0.0,0.0
McDonald Ave & Vanderbilt St,40.651654,-73.981231,-9.4,5.2,5.7
McGinley Square,40.7253399253558,-74.06762212514877,,0.0,0.1
McGuinness Blvd & Eagle St,40.73555,-73.95284,-1.3,72.2,73.2
McKibbin St & Bogart St,40.706237,-73.933871,-2.1,38.6,39.5
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,-0.1,34.0,34.0
Melrose Ave & E 150 St,40.816827,-73.917338,-0.9,35.6,36.0
Melrose Ave & E 154 St,40.819609,-73.916071,-0.6,8.0,8.0
Melrose St & Broadway,40.697481,-73.935877,-0.1,46.2,46.3
Menahan St & Central Ave,40.69543,-73.9196,0.2,14.2,14.2
Menahan St & Onderdonk Ave,40.70553,-73.9096,21.7,13.6,10.6
Menahan St & Seneca Ave,40.70461,-73.91054,2.8,9.7,9.4
Menahan St & Wyckoff Ave,40.70113,-73.91422,-0.7,12.5,12.6
Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,-3.2,101.6,104.9
Mercer St & Spring St,40.72362738,-73.99949601,-2.8,107.0,110.0
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,-1.9,77.7,79.2
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,-1.0,152.4,154.0
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,-0.8,72.6,73.2
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,0.3,10.7,10.6
Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,-4.0,6.2,6.4
Milton St & Franklin St,40.72906,-73.95779,-1.6,111.9,113.7
Moffat St & Bushwick,40.68458,-73.90925,-0.0,9.6,9.6
Monmouth and 6th,40.72568548362901,-74.04879033565521,,0.0,0.0
Monroe St & Bedford Ave,40.6851443,-73.95380904,-0.1,63.4,63.5
Monroe St & Classon Ave,40.6845683,-73.95881081,1.1,29.8,29.5
Monroe St & Marcus Garvey Blvd,40.686722,-73.938988,1.5,2.7,2.7
Monroe St & Patchen Ave,40.68814,-73.92693,-0.3,2.6,2.6
Monroe St & Tompkins Ave,40.686203,-73.944694,0.7,51.7,51.3
Montague St & Clinton St,40.6942715,-73.9923272,-0.3,62.9,63.1
Montgomery St,40.71942,-74.05099,,0.0,0.0
Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013,0.0,11.3,11.3
Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,0.9,71.5,70.9
Morgan Ave & Lombardy St,40.72226,-73.93889,1.2,30.9,30.5
Morgan Ave & Maspeth Ave,40.716657,-73.93637,0.2,15.0,15.0
Morgan Bike Mechanics,40.70962789682351,-73.93145710229872,-28.6,0.1,0.1
Morgan Loading Docks,40.709306335794274,-73.93117547035216,-113.8,0.4,0.9
Morgan Tech Shop parts testing,40.703249693795954,-73.93182995030656,,0.0,0.0
Morgan WH station,40.7098733,-73.9315939,50.5,0.5,0.3
Morningside Ave & W 123 St,40.81,-73.9551508,-1.2,39.5,39.9
Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917358,2.7,21.0,20.4
Morris Ave & E 142 St,40.814469,-73.924963,-1.0,12.2,12.3
Morris Ave & E 153 St,40.820036,-73.921411,-0.3,7.2,7.2
Morris Ave & E 163 St,40.827230499624726,-73.91765579597632,-1.4,18.1,18.4
Morris Ave & E 171 St,40.83899,-73.9109,-1.5,3.4,3.4
Morris Ave & E 184 St,40.86008,-73.90079,2.1,4.2,4.1
Morris Ave & E Burnside Ave,40.85322,-73.90546,-1.2,6.8,6.9
Morris Ave & McClellan St,40.831584,-73.9149,-2.8,12.2,12.6
Morris Canal,40.7124188237569,-74.03852552175522,,0.0,0.3
Morton St & Washington St,40.73115,-74.00887,-1.7,79.4,80.8
Morton St & West St,40.73142106543068,-74.01077985769007,-0.8,25.2,25.4
Motorgate,40.7639089,-73.9477213,-3.0,48.8,50.2
Mott St & Prince St,40.72317958,-73.99480012,-0.5,146.8,147.5
Mount Eden Pkwy & Eastburn Ave,40.842675,-73.908544,-0.5,5.7,5.7
Mt Morris Park W & W 120 St,40.804038,-73.945925,-0.8,39.7,40.0
Murray St & Greenwich St,40.71485150526252,-74.01122331619263,-2.9,110.8,114.0
Murray St & West St,40.7149787,-74.013012,-0.2,23.4,23.5
Murray St\t& West St,40.71503,-74.01246,1.6,49.3,48.5
Myrtle Ave & Fleet Pl,40.693534,-73.981909,0.1,49.2,49.1
Myrtle Ave & Grove St,40.69905,-73.91516,-0.1,9.2,9.2
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,1.8,30.5,29.9
Myrtle Ave & Linden St,40.69943,-73.91337,9.0,9.9,9.0
Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,0.0,33.3,33.3
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,-0.1,34.1,34.2
N 11 St & Kent Ave,40.72248188638219,-73.95921930670738,-2.8,49.5,50.9
N 12 St & Bedford Ave,40.72079821,-73.95484712,-0.8,94.2,94.9
N 15 St & Wythe Ave,40.724055,-73.955736,-4.5,41.7,43.6
N 6 St & Bedford Ave,40.71745169,-73.95850939,-0.7,154.1,155.3
N Moore St & Hudson St,40.71996118117138,-74.00844320654869,-2.7,37.5,38.6
NYCBS DEPOT - DELANCEY,40.71644423134479,-73.9823305606842,,0.0,0.0
Nagle Ave & Ellwood St,40.86012,-73.928489,-1.0,11.1,11.2
Nagle Ave & Thayer St,40.861382,-73.925591,-1.0,13.7,13.8
Nassau Ave & Newell St,40.724812564400175,-73.94752621650696,-3.1,36.5,37.6
Nassau Ave & Russell St,40.72557,-73.94434,-0.1,71.2,71.3
Nassau St & Navy St,40.69839895,-73.98068914,-4.8,33.1,34.6
Nassau St\t& Duffield St,40.698477,-73.98384,-3.2,30.3,31.3
Nelson Ave & 167 St,40.83670566862804,-73.92608866095543,3.6,7.7,7.5
Nelson Ave & W 172 St,40.843965,-73.920999,-1.6,17.6,17.9
Nevins St & Schermerhorn St,40.68737247650719,-73.98176059126854,-0.7,57.6,58.0
New York Ave & St Marks Ave,40.67514,-73.94716,8.3,2.2,2.0
Newark Ave,40.72152515,-74.046304543,,0.0,0.0
Newport PATH,40.7272235,-74.0337589,,0.0,0.1
Newport Pkwy,40.7287448,-74.0321082,,0.0,0.0
Newton Rd & 44 St,40.7595701,-73.9142678,-0.9,12.6,12.7
Newtown Ave & 23 St,40.7713615,-73.9246145,-0.1,32.7,32.7
Norfolk St & Broome St,40.7172274,-73.98802084,-0.7,193.2,194.6
Norman St & Wyckoff Ave,40.69517,-73.90311,-0.6,20.8,21.0
North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,2.0,161.9,158.7
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,-1.0,26.1,26.4
Ocean Pkwy & Church Ave,40.64471895763575,-73.97451460361481,-6.8,17.1,18.3
Ogden Ave & Merriam Ave,40.839142,-73.925961,6.0,3.7,3.5
Ogden Ave & W 164 St,40.832812,-73.929372,1.6,6.8,6.7
Ogden Ave & W 165 St,40.834457,-73.928381,0.3,10.3,10.3
Old Broadway & W 133 St,40.818212,-73.955277,3.9,6.4,6.1
Old Fulton St,40.70277159,-73.99383605,-1.6,52.2,53.1
Old Slip & South St,40.70336686695866,-74.007867872715,-17.1,61.6,72.1
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,5.7,11.9,11.2
Onderdonk Ave & Gates Ave,40.70413,-73.90737,-1.1,8.8,8.9
Orchard St & Grand St,40.717318403855785,-73.99067759513855,-0.8,99.3,100.1
Pacific St & Classon Ave,40.6791944,-73.9587903,-0.4,21.1,21.2
Pacific St & Nevins St,40.6853761,-73.98302136,-0.6,36.7,36.9
Pacific St & Nostrand Ave,40.6776,-73.94963,-0.9,3.3,3.4
Pacific St & Ralph Ave,40.67607,-73.92171,14.3,0.1,0.1
Pacific St & Rochester Ave,40.67639,-73.92748,-4.9,0.1,0.1
Pacific St & Thomas S. Boyland St,40.67568,-73.91396,20.7,0.1,0.1
Pacific St & Troy Ave,40.67686,-73.93607,16.5,0.5,0.4
Pacific St & Utica Ave,40.6767,-73.93051,1.7,0.3,0.3
Parade Pl & Crooke Ave,40.651847,-73.965248,-1.4,66.7,67.6
Park Ave & E 124 St,40.8045555,-73.9396861,-1.0,95.4,96.3
Park Ave & E 162 St,40.825716,-73.915585,-0.8,10.7,10.8
Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,0.3,25.1,25.0
Park Ave & St Edwards St,40.69608941,-73.97803415,-4.3,19.1,19.9
Park Cir & East Dr,40.651566,-73.972212,-3.4,40.8,42.1
Park Pl & Buffalo Ave,40.67202,-73.92539,-17.3,0.1,0.2
Park Pl & Church St,40.71334184275907,-74.00935515761375,-1.5,57.4,58.2
Park Pl & Franklin Ave,40.6741806,-73.9564947,0.6,36.5,36.2
Park Pl & Thomas S. Boyland St,40.67154,-73.91433,12.5,0.1,0.1
Park Pl & Utica Ave,40.67242,-73.93094,19.8,0.4,0.3
Patchen Ave & Bainbridge St,40.68143,-73.92565,2.6,1.5,1.4
Paul Ave & Mosholu Pkwy,40.8802945,-73.8860653648,3.4,3.2,3.1
Paul Ave & W 205 St,40.87704,-73.88943,1.1,5.3,5.3
Paulus Hook,40.7141454,-74.0335519,,0.0,0.1
Pearl St & Hanover Square,40.7047177,-74.00926027,-1.8,60.0,61.1
Pearl St & Peck Slip,40.708485,-74.002751,-1.8,31.4,32.0
Pearl St & York St,40.70140463410644,-73.98768022656441,-19.1,4.6,5.5
Peck Slip & South St,40.7075188830923,-74.00108054280281,-0.9,37.6,37.9
Perry St & Bleecker St,40.73535398,-74.00483091,-1.3,106.6,107.9
Perry St & Greenwich Ave,40.735918,-74.000939,-1.3,110.6,112.0
Pershing Field,40.742677141,-74.051788633,,0.0,0.0
Picnic Point,40.68512559515415,-74.02535319328308,-0.3,18.5,18.6
Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,-1.3,175.7,178.0
Pier 40 Dock Station,40.72865963236461,-74.0119797096122,,0.0,3.1
Pier 40 X2,40.728486861173785,-74.01169271324761,,0.0,0.1
Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389,0.1,35.3,35.3
Pike St & E Broadway,40.71406667,-73.99293911,-3.2,83.9,86.6
Pike St & Monroe St,40.71173107,-73.99193043,-2.2,51.0,52.1
Pinehurst Ave & W 187 St,40.855331,-73.937878,16.7,12.8,10.7
Pioneer St & Richards St,40.6777748,-74.0094613,-18.2,6.4,7.6
Pioneer St & Van Brunt St,40.679043,-74.011169,-8.6,24.2,26.2
Pitt St & Stanton St,40.71926081,-73.98178024,-2.1,29.6,30.3
Plaza Dr & W 170 St,40.840484,-73.917946,-1.9,18.6,19.0
Plaza St East & Flatbush Ave,40.673134,-73.969106,11.9,94.9,83.7
Plaza St West & Flatbush Ave,40.6750207,-73.97111473,0.6,68.5,68.1
Pleasant Ave & E 116 St,40.7949879,-73.9333349,-0.7,53.7,54.1
Pleasant Ave & E 120 St,40.7974772,-73.9311847,-3.6,30.3,31.4
Popham Ave & W 174 St,40.847746,-73.922079,5.0,5.9,5.6
Powers St & Olive St,40.71323,-73.93894,1.2,21.5,21.3
President St & 4 Ave,40.676757,-73.983262,-2.1,46.5,47.4
President St & Henry St,40.6828003,-73.99990419,-1.5,16.6,16.9
Prospect Ave & E 151 St,40.814232,-73.903927,-0.6,7.4,7.4
Prospect Ave & E 167 St,40.826303,-73.898751,0.3,6.4,6.4
Prospect Ave & Greenwood Ave,40.651745,-73.975988,-3.3,7.2,7.5
Prospect Ave & Jennings St,40.831762,-73.896853,4.5,4.1,3.9
Prospect Ave & Longwood Ave,40.81899,-73.90202,11.0,6.1,5.4
Prospect Ave & Vanderbilt St,40.653368,-73.976291,-3.0,7.6,7.8
Prospect Park SW & 10 Ave,40.659945,-73.977504,11.5,28.0,24.8
Prospect Park SW & 16 St,40.657265,-73.974165,-1.8,26.7,27.2
Prospect Park SW & Greenwood Ave,40.652563,-73.972573,-0.6,23.9,24.1
Prospect Park SW & Vanderbilt St,40.65482,-73.973217,-2.9,25.2,26.0
Prospect Park W & 20 St,40.656633,-73.983864,20.0,13.9,11.1
Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,3.2,70.5,68.3
Prospect Pl & 6 Ave,40.6793307,-73.97519523,-0.6,40.4,40.7
Prospect Pl & Howard Ave,40.67261,-73.91977,-5.6,0.2,0.2
Prospect Pl & Nostrand Ave,40.67428,-73.9503,3.4,3.3,3.2
Prospect Pl & Underhill Ave,40.6769694,-73.96579,0.9,48.0,47.5
Prospect Pl & Vanderbilt Ave,40.67767534269111,-73.96902143955231,3.8,22.0,21.1
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2.6,32.2,31.3
Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,1.3,13.9,13.7
Putnam Ave & Nostrand Ave,40.68402,-73.94977,0.2,22.4,22.3
Putnam Ave & Ralph Ave,40.68705,-73.92338,7.8,3.3,3.0
Putnam Ave & Throop Ave,40.6851532,-73.94111,-0.4,40.9,41.1
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,0.3,12.1,12.1
Queens Blvd & 56 St,40.74193,-73.90913,0.7,3.2,3.2
Queens Plaza North & Crescent St,40.75110165,-73.94073717,-1.0,116.6,117.8
Railroad Ave & Kay Ave,40.70514807698391,-73.97078096866608,-12.0,4.3,4.8
Ralph Ave & Fulton St,40.67922,-73.92192,11.3,0.8,0.7
Reade St & Broadway,40.71450451,-74.00562789,-0.3,72.3,72.5
Richards St & Delavan St,40.6794327,-74.00785041,-10.9,10.4,11.5
Richardson St & N Henry St,40.71907891179564,-73.94223690032959,0.3,36.3,36.2
River Ave & E 151 St,40.822217,-73.928939,-1.2,24.1,24.4
River Ave & E 153 St,40.82441,-73.92818,-1.6,8.8,9.0
River Ave & McClellan St,40.83406,-73.92243,-1.0,7.6,7.7
River Ter & Warren St,40.71759894980997,-74.01587963104248,-2.3,51.0,52.1
Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,-0.5,140.9,141.6
Riverside Dr & Broadway,40.865364,-73.92791,-4.1,6.6,6.9
Riverside Dr & W 104 St,40.8013434,-73.9711457439,1.4,73.8,72.8
Riverside Dr & W 138 St,40.823168,-73.955857,3.5,24.1,23.2
Riverside Dr & W 145 St,40.827305,-73.951989,5.5,19.2,18.1
Riverside Dr & W 148 St,40.829114,-73.950426,1.9,13.3,13.0
Riverside Dr & W 153 St,40.832164,-73.949702,-0.2,19.0,19.1
Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,1.1,113.5,112.2
Riverside Dr & W 78 St,40.78414472,-73.98362492,6.2,48.0,45.0
Riverside Dr & W 82 St,40.78720869,-73.98128127,1.6,80.4,79.0
Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063,3.1,63.9,61.9
Riverview Park,40.7443187,-74.0439909,,0.0,0.0
Rivington St & Chrystie St,40.72110063,-73.9919254,-3.5,101.4,104.9
Rivington St & Ridge St,40.71850211,-73.98329859,0.8,117.4,116.4
Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,0.0,24.5,24.5
Roebling St & N 4 St,40.71469,-73.95739,-2.4,76.4,78.2
Rogers Ave & Sterling St,40.6630619,-73.9538746,-0.3,39.6,39.7
Rogers Pl & E 165 St,40.82388366441761,-73.8974027708582,-3.8,4.1,4.2
Roosevelt Island Tramway,40.757284,-73.9536,-2.7,54.5,56.0
Rutgers St & Henry St,40.71332151208186,-73.99009689688683,-2.9,60.1,61.8
Ryer Ave & E 182 St,40.8558,-73.89956,5.3,4.2,4.0
S 3 St & Bedford Ave,40.71260486,-73.96264403,-0.8,119.1,120.0
S 4 St & Rodney St,40.70934,-73.95608,-0.7,69.2,69.7
S 4 St & Wythe Ave,40.71285887,-73.96590294,-0.9,158.1,159.5
S 5 Pl & S 5 St,40.710451,-73.960876,-2.4,143.1,146.5
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,-1.0,51.0,51.5
Sands St & Jay St,40.700119,-73.9862,-2.3,59.7,61.1
Sands St Gate,40.699569,-73.979827,-2.5,46.7,47.9
Schenectady Ave & Pacific St,40.67686,-73.93327,,0.0,0.0
Schenectady Ave & Prospect Pl,40.67351,-73.93363,4.0,0.6,0.6
Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134,-0.9,54.6,55.1
Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,-0.7,58.1,58.5
Schermerhorn St & Hoyt St,40.6886263,-73.9851911,-1.4,19.1,19.4
Scholes St & Manhattan Ave,40.70870368,-73.9448625,-0.2,75.1,75.3
Seaman Ave & Beak St,40.867505,-73.926363,-2.3,10.9,11.1
Seaman Ave & Isham St,40.86989866194045,-73.92076313495636,-3.8,10.6,11.0
Sedgwick Ave & Hall of Fame Tce,40.859532,-73.913303,12.8,1.1,1.0
Sedgwick Ave & W Burnside Ave,40.854947,-73.916661,1.3,2.8,2.7
Sedgwick Ave & W Tremont Ave,40.853157,-73.918214,0.4,5.0,4.9
Seneca Ave & Irvine St,40.81872569990116,-73.88862490653992,1.1,2.2,2.2
Shakespeare Ave & W 169 St,40.839312,-73.922423,-1.2,11.7,11.8
Sharon St & Olive St,40.71534162042448,-73.93865078687668,1.0,27.2,27.0
Sheridan Ave & E 168 St,40.835334,-73.9154,4.0,15.8,15.1
