station_name,lat,lng,no_return_pc,daily_deps,daily_arrs
Amsterdam Ave & W 131 St,40.816355,-73.954295,-0.5,12.2,12.2
Amsterdam Ave & W 136 St,40.819746,-73.951819,5.0,18.0,17.1
Amsterdam Ave & W 152 St,40.829523,-73.944279,3.8,15.1,14.6
Amsterdam Ave & W 156 St,40.832081,-73.942386,31.2,11.7,8.0
Amsterdam Ave & W 162 St,40.83618,-73.939789,12.3,10.6,9.3
Amsterdam Ave & W 167 St,40.839443,-73.937044,11.7,9.1,8.1
Amsterdam Ave & W 172 St,40.842173,-73.935111,14.6,8.7,7.4
Amsterdam Ave & W 175 St,40.844044,-73.933651,20.5,8.2,6.5
Amsterdam Ave & W 180 St,40.847396,-73.931205,24.4,6.2,4.7
Amsterdam Ave & W 183 St,40.84925,-73.93022,4.3,6.5,6.2
Amsterdam Ave & W 186 St,40.851113,-73.928808,17.0,7.3,6.1
Amsterdam Ave & W 189 St,40.85318758861975,-73.92715752124786,5.4,4.6,4.3
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,0.5,83.4,83.0
Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,0.4,182.2,181.6
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,1.0,155.0,153.4
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,1.1,95.7,94.7
Anderson Ave & W 164 St,40.832057,-73.927421,-0.0,6.7,6.7
Andrew Ave N & Hall of Fame Tce,40.85834,-73.91008,8.9,2.5,2.2
Andrews Ave S & W 179 St,40.855156,-73.91278,4.3,3.2,3.1
Anthony Ave & E 175 St,40.846465,-73.903869,1.1,9.2,9.1
Anthony Ave & E Tremont Ave,40.848793,-73.903178,-0.3,18.2,18.2
Apache,40.66976709185003,-73.99474382400513,,0.0,0.0
Aqueduct Ave & North St,40.8604787,-73.9057169936,2.7,3.0,2.9
Aqueduct Ave & W 190 St,40.8649213,-73.9024238,6.0,3.9,3.7
Ashland Pl & Dekalb Ave,40.690065,-73.978776,-3.4,34.9,36.1
Astor Place,40.71928220070702,-74.07126188278198,,0.0,0.0
Astoria Park S & Shore Blvd,40.7767,-73.927631,0.6,39.7,39.5
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,-1.2,74.5,75.4
Atlantic Ave & Furman St,40.69165183,-73.9999786,-0.8,94.2,95.0
Audobon Ave & W 179 St,40.847305,-73.933291,7.6,8.1,7.5
Audubon Ave & Fort George Ave,40.85715781391904,-73.92717361450195,5.9,1.9,1.8
Audubon Ave & W 192 St,40.85589030603889,-73.92708241939545,9.1,7.2,6.6
Ave A & E 11 St,40.72854745023944,-73.98175925016403,-3.9,113.3,117.8
Ave A & E 14 St,40.73031071000895,-73.98047178983688,1.5,183.3,180.4
Ave D & E 8 St,40.72368361,-73.97574813,-0.2,58.7,58.8
Avenue C & E 18 St,40.730563,-73.973984,3.0,54.3,52.7
Avenue D & E 10 St,40.72506551015475,-73.97515833377838,2.0,42.6,41.7
Avenue D & E 12 St,40.72580614,-73.97422494,1.9,25.2,24.8
Avenue D & E 3 St,40.72082834,-73.97793172,0.9,83.6,82.8
Bailey Ave & Sedgwick Ave,40.86571,-73.90857,7.9,2.5,2.3
Bailey Ave & W 193 St,40.87069,-73.90678,-14.9,2.4,2.8
Bainbridge Ave & Bedford Park Blvd,40.87002,-73.88565,-0.7,4.2,4.2
Bainbridge Ave & E 193 St,40.86389,-73.89246,-4.4,3.6,3.8
Bainbridge Ave & E 196 St,40.86648,-73.89042,-0.3,4.7,4.7
Bainbridge Ave & E 198 St,40.8684871,-73.8884559781,1.9,4.9,4.8
Baldwin at Montgomery,40.7236589,-74.0641943,,0.0,0.0
Bank St & Hudson St,40.73652889,-74.00618026,0.1,86.0,85.9
Bank St & Washington St,40.7361967,-74.00859207,-0.1,92.0,92.0
Banker St & Meserole Ave,40.72606,-73.95621,-6.1,30.4,32.3
Barclay St & Church St,40.71291224,-74.01020234,-0.6,38.8,39.1
Barrow St & Hudson St,40.73172428,-74.00674436,-0.1,118.3,118.4
Barry St & Tiffany St,40.816126,-73.891559,1.2,1.6,1.6
Bay St & Court St,40.671409,-74.001328,-18.0,7.4,8.7
Bayard St & Baxter St,40.71602118,-73.99974372,-1.1,98.3,99.4
Bayard St & Leonard St,40.71915571696044,-73.94885390996933,-3.3,48.7,50.4
Beaver St & Fayette St,40.70099,-73.93921,1.2,38.1,37.7
Beck St & Leggett Ave,40.815077,-73.899939,-0.5,7.7,7.8
Bedford Ave & Bergen St,40.676368,-73.952918,0.1,70.4,70.4
Bedford Ave & Montgomery St,40.665816,-73.956934,-1.3,20.1,20.3
Bedford Ave & Nassau Ave,40.72311651,-73.95212324,-1.5,96.9,98.4
Bedford Ave & S 9 St,40.70853074,-73.96408963,-2.2,29.7,30.3
Bedford Park Blvd & Paul Ave,40.87444,-73.89186,3.6,4.6,4.5
Bergen Ave,40.722103786686034,-74.07145500183105,,0.0,0.1
Bergen Ave & E 152 St,40.817166,-73.914737,-1.1,8.6,8.7
Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,,0.0,0.0
Bergen Ave & Stegman St,40.70657545063453,-74.0867006778717,,0.0,0.0
Bergen St & 4 Ave,40.68256425759694,-73.9798977971077,-1.5,56.8,57.6
Bergen St & Buffalo Ave,40.6747,-73.92512,34.9,0.2,0.1
Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,-1.3,71.6,72.5
Bergen St & Kingston Ave,40.6756,-73.9415,-1.1,1.3,1.3
Bergen St & Saratoga Ave,40.67423,-73.91656,7.0,0.1,0.1
Bergen St & Smith St,40.6867443,-73.99063168,-2.4,85.8,87.8
Bergen St & Troy Ave,40.67524,-73.93596,3.1,0.4,0.3
Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,-0.9,100.3,101.2
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,-0.3,36.4,36.5
Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629,-0.6,87.7,88.3
Berry St & N 8 St,40.7190095,-73.95852515,-0.5,115.5,116.0
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,1.6,52.3,51.5
Bleecker St & Crosby St,40.72615604980408,-73.99510189890862,-1.5,162.0,164.5
Bloomfield St & 15 St,40.75453,-74.02658,,0.0,0.1
Boerum Pl\t& Pacific St,40.68848905639242,-73.99116039276123,-2.1,47.7,48.7
Boerum St & Broadway,40.70538077,-73.94976519,-0.4,41.7,41.8
Bond St & Bergen St,40.6849668,-73.98620772,-1.4,40.0,40.5
Bond St & Fulton St,40.68962188790333,-73.98304268717766,-2.6,35.5,36.5
Boone Ave & E 172 St,40.832649,-73.885272,0.4,7.2,7.1
Borden Ave & Review Ave,40.73866345465306,-73.94093804061413,-4.7,3.0,3.2
Boston Rd & E 167 St,40.828199,-73.903719,0.8,11.3,11.2
Boston Rd & Prospect Ave,40.833246,-73.896599,-2.4,10.1,10.3
Botanical Sq & Webster Ave,40.86814,-73.88145,-9.5,8.1,8.9
Bradhurst Ave & W 148 St,40.825125,-73.941616,-0.3,18.6,18.7
Bradley Ave & Greenpoint Ave,40.73565914819229,-73.93478840589523,-3.2,3.6,3.7
Brevoort Pl & Bedford Ave,40.68012,-73.95362,11.4,1.9,1.7
Bridge St & Water St,40.70296934155272,-73.98469090461731,-3.4,44.0,45.5
Bridge St & York St,40.70133448066992,-73.98471236228943,-18.9,15.4,18.3
Broad St & Bridge St,40.70365182,-74.01167797,-0.8,55.9,56.3
Broad St & Water St,40.70293782409166,-74.01149354875088,-9.4,0.3,0.4
Broadway & 12 St,40.7668,-73.9347774,-0.3,18.1,18.1
Broadway & 49 St,40.755389,-73.911517,-0.8,4.9,5.0
Broadway & 51 St,40.754164,-73.908906,-0.6,9.4,9.4
Broadway & Battery Pl,40.70463334,-74.01361706,-1.0,85.8,86.6
Broadway & Berry St,40.71044554,-73.96525063,-0.4,124.8,125.2
Broadway & E 14 St,40.73454567,-73.99074142,0.4,270.3,269.2
Broadway & E 19 St,40.73866091428551,-73.98987293243407,-1.1,134.1,135.6
Broadway & E 21 St,40.73988840858996,-73.98958593606949,0.0,261.7,261.7
Broadway & Ellwood St,40.862058,-73.929719,-3.4,7.6,7.9
Broadway & Furman Ave,40.68139,-73.90756,0.3,6.3,6.3
Broadway & Hancock St,40.68663,-73.9168,2.0,20.4,20.0
Broadway & Kosciuszko St,40.69329,-73.92852,5.1,34.2,32.5
Broadway & Madison St,40.68822,-73.91966,0.0,31.5,31.5
Broadway & Morris St,40.705945132708806,-74.01321887969969,-1.2,57.4,58.1
Broadway & Moylan Pl,40.8143256,-73.9590255,0.4,33.7,33.5
Broadway & Roebling St,40.70924826276157,-73.96063148975372,-0.7,62.3,62.7
Broadway & W 122 St,40.8120562,-73.9612547,0.2,29.9,29.8
Broadway & W 131 St,40.817555,-73.957163,0.4,24.8,24.7
Broadway & W 133 St,40.8190344,-73.956156,-1.5,24.6,25.0
Broadway & W 138 St,40.82182,-73.95353,8.7,5.2,4.8
Broadway & W 142 St,40.824686,-73.951947,5.4,17.8,16.8
Broadway & W 153 St,40.831327,-73.946665,4.6,9.1,8.7
Broadway & W 155 St,40.83299,-73.94592,5.9,21.1,19.9
Broadway & W 160 St,40.835775,-73.9434,1.3,23.1,22.8
Broadway & W 165 St,40.839137,-73.941409,10.3,11.1,10.0
Broadway & W 168 St,40.84089603193041,-73.93972098827362,16.8,24.1,20.0
Broadway & W 185 St,40.852538,-73.93441,8.9,14.0,12.8
Broadway & W 192 St,40.857994,-73.932173,-1.3,11.6,11.7
Broadway & W 220 St,40.872412,-73.912807,-0.9,9.5,9.5
Broadway & W 25 St,40.74286877312112,-73.98918628692627,-0.5,269.1,270.5
Broadway & W 29 St,40.7462009,-73.98855723,-0.3,205.8,206.4
Broadway & W 36 St,40.75097711,-73.98765428,4.7,91.5,87.2
Broadway & W 37 St,40.75172632,-73.98753523,17.2,58.3,48.3
Broadway & W 38 St,40.7529728216068,-73.98734897375107,1.0,150.1,148.6
Broadway & W 41 St,40.75513557,-73.98658032,-0.4,189.7,190.4
Broadway & W 51 St,40.76228826,-73.98336183,4.1,139.7,134.0
Broadway & W 53 St,40.76344058,-73.98268129,8.0,133.0,122.4
Broadway & W 56 St,40.7652654,-73.98192338,10.9,145.3,129.4
Broadway & W 58 St,40.76695317,-73.98169333,3.3,312.4,302.2
Broadway & W 61 St,40.77003010255044,-73.9819684624672,1.6,150.0,147.5
Broadway & Whipple St,40.7016657,-73.9437303,0.1,38.9,38.9
Broadway\t& W 48 St,40.76017739537783,-73.98486793041229,1.6,161.4,158.8
Bronx Shore Comfort Station,40.80046,-73.92404,-3.2,10.4,10.8
Brook Ave & E 138 St,40.807408,-73.91924,-10.4,11.0,12.1
Brook Ave & E 141 St,40.809619,-73.917875,-0.6,7.5,7.6
Brook Ave & E 148 St,40.814383,-73.915368,-2.2,9.0,9.2
Brook Ave & E 157 St,40.820713,-73.911759,-1.9,9.4,9.6
Brooklyn Ave & Dean St,40.67669,-73.94437,-2.2,0.4,0.4
Brooklyn Ave & Prospect Pl,40.67412,-73.94447,6.9,1.9,1.7
Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,-1.0,53.7,54.3
Bruckner Blvd & Bryant Ave,40.821952,-73.888546,-0.8,9.3,9.4
Buchanan Pl & Grand Ave,40.85834,-73.90626,0.2,3.3,3.3
Buffalo Ave & St Johns Pl,40.67015,-73.92538,-14.8,0.1,0.1
Bulova Ave & Brooklyn Queens Expressway W,40.762507,-73.902534,3.0,8.5,8.3
Bus Slip & State St,40.701907,-74.013942,-3.5,59.6,61.7
Bushwick Ave & Dekalb Ave,40.69502,-73.92825,11.2,22.9,20.4
Bushwick Ave & Forrest St,40.70076,-73.93641,-0.0,22.8,22.8
Bushwick Ave & Furman Ave,40.68281,-73.90623,12.2,7.4,6.5
Bushwick Ave & Harman St,40.69356,-73.92524,0.6,27.7,27.5
Bushwick Ave & Linden St,40.69146,-73.92146,0.8,21.0,20.8
Bushwick Ave & McKibbin St,40.705517,-73.93936,-0.0,19.2,19.3
Bushwick Ave & Powers St,40.71247661,-73.94100005,2.1,42.5,41.6
Bushwick Ave & Stagg St,40.709897,-73.94008,1.9,15.5,15.2
Butler St & Court St,40.6849894,-73.99440329,-2.7,32.1,33.0
Cabrini Blvd & W 177 St,40.848282,-73.941343,12.9,8.4,7.3
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,-1.6,49.6,50.4
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,-1.5,51.2,52.0
Calyer St & Guernsey St,40.72755807335852,-73.95505852997303,-5.5,29.3,30.9
Calyer St & Jewel St,40.72984,-73.94839,-9.4,28.2,30.8
Cambridge Pl & Gates Ave,40.68488,-73.96304,-0.7,41.8,42.0
Canal St & Rutgers St,40.71427487,-73.98990025,-0.7,176.7,178.0
Carlton Ave & Dean St,40.6809741,-73.9710097,-0.2,61.1,61.2
Carlton Ave & Flushing Ave,40.697787,-73.973736,-2.8,30.0,30.8
Carlton Ave & Park Ave,40.69580705,-73.97355569,-4.6,21.5,22.5
Carlton Ave & St Marks Ave,40.67911856082165,-73.97176265716553,4.2,9.4,9.0
Carmine St & 6 Ave,40.73038599,-74.00214988,0.2,149.4,149.1
Carroll St & 5 Ave,40.6751622,-73.9814832,-1.1,54.8,55.4
Carroll St & 6 Ave,40.6740886,-73.9787282,-0.5,48.1,48.4
Carroll St & Bond St,40.6786115,-73.99037292,-1.5,28.9,29.3
Carroll St & Columbia St,40.6830456,-74.00348559,-1.3,38.3,38.8
Carroll St & Franklin Ave,40.6679411,-73.9588,0.5,16.1,16.0
Carroll St & Smith St,40.680611,-73.99475825,-1.0,70.7,71.4
Carroll St & Washington Ave,40.6686744,-73.9618148,2.1,17.2,16.9
Cathedral Pkwy & Broadway,40.804213,-73.96699104,0.3,82.7,82.5
Catherine St & Monroe St,40.71117444,-73.99682619,-1.0,59.0,59.6
Caton Ave & Argyle Rd,40.649681,-73.967829,-5.5,17.1,18.0
Caton Ave & E 10 St,40.648481,-73.97058,-7.3,12.0,12.9
Caton Ave & E 7 St,40.647718,-73.973663,-5.5,11.7,12.3
Cauldwell Ave & E 158 St,40.81989,-73.908351,0.1,6.2,6.2
Cauldwell Ave & E 161 St,40.82188,-73.907521,0.5,8.0,7.9
Cedar Ave & W Fordham Rd,40.86156,-73.91219,0.1,3.6,3.6
Cedar St & Evergreen Ave,40.69671,-73.92807,15.8,17.8,15.0
Cedar St & Myrtle Ave,40.697842,-73.926241,0.3,22.4,22.3
Center Blvd & 48 Ave,40.745038,-73.957539,-1.0,29.7,30.0
Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,-0.4,57.6,57.8
Central Ave & Covert St,40.68929,-73.90951,1.8,12.2,12.0
Central Ave & Decatur St,40.6882,-73.90798,2.0,9.5,9.3
Central Ave & Flushing Ave,40.702831,-73.9333,0.3,19.6,19.6
Central Ave & Himrod St,40.69676,-73.92302,0.4,18.1,18.1
Central Ave & Melrose St,40.70112,-73.93039,0.4,19.2,19.2
Central Ave & Starr Street,40.700003,-73.92834,1.5,32.2,31.7
Central Ave & Weirfield St,40.69055,-73.91181,0.5,16.6,16.5
Central Ave & Woodbine St,40.69296,-73.91605,0.8,23.2,23.0
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.3,144.4,146.2
Central Park S & 6 Ave,40.76590936,-73.97634151,-0.5,237.7,239.0
Central Park W & W 103 St,40.79558954105342,-73.96188408136368,1.0,78.2,77.4
Central Park W & W 91 St,40.78866499127884,-73.96680057048798,-0.4,135.7,136.2
Central Park W & W 97 St,40.79249519495111,-73.96417066463071,-0.4,107.5,107.9
Central Park West & W 68 St,40.7734066,-73.97782542,-0.2,175.0,175.4
Central Park West & W 72 St,40.77579376683666,-73.9762057363987,0.3,183.8,183.2
Central Park West & W 76 St,40.77896784,-73.97374737,0.4,103.8,103.4
Central Park West & W 85 St,40.78476,-73.969862,1.3,144.2,142.3
Centre St & Chambers St,40.71273266,-74.0046073,-0.9,162.7,164.2
Centre St & Seneca Ave,40.69969,-73.9022,2.4,8.2,8.0
Centre St & Worth St,40.71494807,-74.00234482,-1.3,100.7,102.0
Charlotte St & Boston Rd,40.8358771,-73.8931428,0.6,4.2,4.2
Chauncey St & Howard Ave,40.68158,-73.91959,2.6,1.9,1.8
Chauncey St & Malcolm X Blvd,40.68044,-73.92842,17.6,2.0,1.7
Chauncey St & Stuyvesant Ave,40.68012,-73.93168,3.3,3.4,3.3
Cherry St,40.71219906,-73.97948148,1.2,52.6,52.0
Chester Ave & 12 Ave,40.644367,-73.984276,-4.7,4.7,4.9
Christ Hospital,40.734785818,-74.050443636,,0.0,0.0
Christopher St & Greenwich St,40.73291553,-74.00711384,-0.4,182.6,183.3
Church Ave & McDonald Ave,40.642809,-73.979239,-11.0,6.6,7.3
Church Ave & Story St,40.642031,-73.981073,-9.1,6.2,6.7
Church Sq Park - 5 St & Park Ave,40.74265933273143,-74.03223305940628,,0.0,0.0
Church St & Worth St,40.71688538495366,-74.00650128722191,-1.3,13.3,13.5
City Hall,40.7177325,-74.043845,,0.0,0.0
City Hall - Washington St & 1 St,40.73736,-74.03097,,0.0,0.0
Clark St & Henry St,40.69760127,-73.99344559,0.4,87.2,86.9
Classon Ave & St Marks Ave,40.6765198,-73.9596082,3.1,59.6,57.7
Clay Ave & Claremont Pkwy,40.83999,-73.90549,-1.2,8.3,8.4
Clay Ave & E 173 St,40.843264,-73.904867,-2.8,6.2,6.4
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,8.8,54.1,49.3
Clermont Ave & Park Ave,40.69573398,-73.97129668,-0.2,35.3,35.3
Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,-0.8,248.7,250.7
Cliff St & Fulton St,40.70838,-74.00495,-1.7,80.3,81.7
Clinton Ave & Flushing Ave,40.69794,-73.96986848,-2.5,36.4,37.4
Clinton Ave & Myrtle Ave,40.693261,-73.968896,0.4,91.5,91.2
Clinton St & 4 Place,40.6783563,-74.00014502,-1.2,32.5,32.9
Clinton St & 7 St,40.74542,-74.03332,,0.0,0.0
Clinton St & Centre St,40.67434,-74.00194698,-4.6,9.4,9.8
Clinton St & Cherry St,40.711471394469264,-73.98672603070736,0.0,77.4,77.3
Clinton St & Grand St,40.71559509,-73.9870295,-0.2,197.4,197.8
Clinton St & Joralemon St,40.69239502,-73.99337909,-0.8,73.8,74.4
Clinton St & Newark St,40.73743,-74.03571,,0.0,0.0
Clinton St & Tillary St,40.69623297129316,-73.99142056703568,-0.1,57.3,57.4
Clinton St & Union St,40.6831164,-73.99785267,-0.4,51.8,52.0
Coffey St & Conover St,40.677236,-74.015665,-12.7,15.0,16.9
Coffey St & Ferris St,40.67818387977647,-74.0170168876648,-4.5,17.2,18.0
College Ave & E 169 St,40.835122799036405,-73.91196817159653,-68.8,0.0,0.1
College Ave & E 170 St,40.837576,-73.910489,4.4,6.2,5.9
Columbia Heights & Cranberry St,40.70037867,-73.99548059,-0.4,40.7,40.8
Columbia St & Degraw St,40.6859296,-74.00242364,-2.1,31.2,31.9
Columbia St & Kane St,40.68763155,-74.0016256,-1.7,23.5,23.9
Columbia St & Lorraine St,40.6747055,-74.0075572,-43.9,4.2,6.1
Columbia St & Rivington St,40.71739973,-73.98016555,-0.7,61.1,61.5
Columbia St & W 9 St,40.6769993,-74.00647134,-17.3,8.0,9.4
Columbus Ave & W 103 St,40.7969347,-73.9643412291,9.0,32.2,29.3
Columbus Ave & W 72 St,40.7770575,-73.97898475,0.8,190.6,189.0
Columbus Ave & W 95 St,40.7919557,-73.968087,-0.3,105.4,105.7
Columbus Dr at Exchange Pl,40.71687,-74.03281,,0.0,0.0
Columbus Drive,40.71835519823214,-74.03891444206238,,0.0,0.1
Columbus Park - Clinton St & 9 St,40.74816121065146,-74.0324530005455,,0.0,0.0
Columbus Pl & Atlantic Ave,40.67717,-73.92285,31.6,0.1,0.1
Commerce St & Van Brunt St,40.6812117,-74.00860912,-6.4,15.7,16.7
Concord St & Bridge St,40.69766564,-73.98476437,0.1,28.6,28.6
Concourse Village East & E 158 St,40.823732,-73.919379,0.2,10.1,10.1
Concourse Village West & E 156 St,40.823162,-73.923267,-0.1,8.7,8.7
Congress St & Clinton St,40.68825516598005,-73.99545192718506,-2.3,55.1,56.4
Congress St & Hicks St,40.6893952,-73.9995126,-3.6,25.6,26.5
Convent Ave & W 135 St,40.818215,-73.950988,1.6,21.8,21.5
Convent Ave & W 151 St,40.82831,-73.942924,20.3,9.7,7.8
Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,-1.8,147.6,150.3
Court St & Nelson St,40.6763947,-73.99869893,-3.1,37.4,38.5
Court St & State St,40.6902375,-73.99203074,-1.4,84.8,86.1
Courtlandt Ave & E 149 St,40.816402,-73.919549,0.1,15.0,15.0
Courtlandt Ave & E 157 St,40.822267,-73.916792,1.5,0.7,0.7
Crescent St & 30 Ave,40.768692,-73.9249574,-0.3,52.1,52.3
Crescent St & 34 Ave,40.76108,-73.930562,0.9,35.4,35.1
Crescent St & 35 Ave,40.7596276,-73.9321455,0.2,22.7,22.7
Crescent St & Broadway,40.7633589,-73.9286471,-0.5,51.1,51.4
Crescent St & Ditmars Blvd,40.7787185,-73.9145645,-0.4,16.9,17.0
Creston Ave & E 178 St,40.850885,-73.906469,2.5,8.2,8.0
Creston Ave & E 181 St,40.8549,-73.90281,5.6,6.4,6.0
Crotona Park East & E 173 St,40.837037,-73.890413,0.5,4.5,4.4
Crotona Park North & Prospect Ave,40.841092,-73.892317,-2.4,6.4,6.5
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,-1.5,52.7,53.5
Cypress Ave & George St,40.69812,-73.90271,0.4,5.6,5.5
Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373,7.5,5.0,4.6
Dahill Rd & 12 Ave,40.646037,-73.980963,-6.6,8.6,9.2
Davidson Ave & W Burnside Ave,40.853646,-73.908731,0.2,7.3,7.3
Dawson St & Intervale Ave,40.819999,-73.897263,0.1,3.0,3.0
DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037,-0.6,55.6,55.9
DeKalb Ave & Hudson Ave,40.689888,-73.981013,-1.7,69.9,71.1
DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,-0.4,72.7,73.0
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,-0.2,77.5,77.7
Dean St & Franklin Ave,40.67759206937376,-73.955637216568,0.6,61.0,60.6
Dean St & Hoyt St,40.6864442,-73.98759104,-1.5,44.4,45.1
Decatur Ave & Bedford Park Blvd,40.86813,-73.88412,-2.6,3.4,3.5
Decatur Ave & E 197 St,40.86557,-73.88807,-3.0,1.7,1.8
Decatur Ave & Oliver Pl,40.867,-73.8857764,-6.6,1.5,1.6
Decatur St & Saratoga Ave,40.68332,-73.91711,4.5,0.6,0.6
Degraw St & Hoyt St,40.68199044270703,-73.99079024791718,-1.8,32.5,33.0
Degraw St & Smith St,40.6829151,-73.99318208,-1.4,42.1,42.7
Delancey St & Eldridge St,40.719383,-73.991479,2.1,57.3,56.1
Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,-0.3,64.3,64.5
Devoe St & Morgan Ave,40.713811,-73.93515,-1.2,21.9,22.2
Dey St,40.737711,-74.066921,,0.0,0.0
Ditmars Blvd & 19 St,40.78145,-73.9183302,-0.5,23.5,23.6
Ditmars Blvd & 43 St,40.771203,-73.903865,1.1,19.4,19.2
Ditmars Blvd & 48 St,40.769219,-73.901001,1.9,3.0,2.9
Ditmars Blvd & 73 St,40.76817,-73.896293,-0.1,4.8,4.8
Ditmars Blvd & 76 St,40.768442,-73.893531,2.3,4.4,4.3
Ditmars Blvd & 79 St,40.768728,-73.890745,-0.8,8.5,8.6
Division Ave & Hooper St,40.70684203101325,-73.9544353965357,-0.5,31.6,31.8
Division Ave & Marcy Ave,40.70708701,-73.95796783,-1.4,22.2,22.5
Division St & Bowery,40.714193,-73.996732,-1.3,93.4,94.7
Dixon Mills,40.721630142638354,-74.04996782541275,,0.0,0.0
Dock 72 Way & Market St,40.69985,-73.97141,-6.4,46.2,49.1
Dock St & Front St,40.702709,-73.99253,-3.8,41.4,43.0
Douglass St & 3 Ave,40.6802133,-73.98432695,-1.8,60.1,61.2
Douglass St & 4 Ave,40.6792788,-73.98154004,-1.3,51.4,52.0
Driggs Ave & Lorimer St,40.72179134,-73.9504154,-1.0,56.2,56.8
Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,-2.7,103.4,106.2
Driggs Ave & N Henry St,40.72325,-73.94308,0.0,55.4,55.4
Duane St & Hudson St,40.71703,-74.00925,-0.2,39.4,39.4
Duffield St & Willoughby St,40.69221589,-73.9842844,-0.8,68.8,69.4
Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369,-15.5,9.3,10.8
Dyckman St & 10 Ave,40.85890447538412,-73.9230939745903,-4.7,4.7,5.0
Dyckman St & Henshaw St,40.867357,-73.92936,-5.8,10.1,10.7
Dyckman St & Staff St,40.868846,-73.931537,-4.3,15.4,16.0
E 1 St & 1 Ave,40.72335597960796,-73.98864984512329,-0.8,183.2,184.7
E 1 St & Bowery,40.72486122254819,-73.99213135242462,-2.2,25.2,25.7
E 10 St & 2 Ave,40.72970805644994,-73.9865979552269,-1.6,124.5,126.5
E 10 St & Avenue A,40.72740794,-73.98142006,-5.0,174.4,183.0
E 102 St & 1 Ave,40.7869946,-73.94164802,-0.3,60.5,60.7
E 102 St & Park Ave,40.7904828,-73.95033068,0.1,30.8,30.8
E 103 St & Lexington Ave,40.7903051,-73.94755757,-0.6,42.9,43.1
E 106 St & 1 Ave,40.7892529,-73.93956237,-0.8,32.3,32.6
E 106 St & 2 Ave,40.790586067792006,-73.94195795059204,-0.7,31.6,31.9
E 106 St & Lexington Ave,40.791976,-73.945993,-2.0,41.4,42.2
E 106 St & Madison Ave,40.7934337,-73.94945003,-0.3,49.6,49.7
E 109 St & 3 Ave,40.79329668,-73.9432083,-5.8,1.3,1.4
E 11 St & 1 Ave,40.72953837,-73.98426726,-0.3,144.1,144.5
E 11 St & 3 Ave,40.73127,-73.98849,-3.0,124.1,127.8
E 11 St & Avenue B,40.72746420692392,-73.97950418293476,3.1,112.9,109.4
E 110 St & Madison Ave,40.7961535,-73.94782145,-1.0,8.3,8.4
E 114 St & 1 Ave,40.7945663,-73.9362541,-0.5,39.5,39.7
E 115 St & Lexington Ave,40.797911,-73.9423,-0.4,38.8,38.9
E 115 St & Madison Ave,40.7989445,-73.944846,-0.5,25.1,25.2
E 116 St & 2 Ave,40.796879,-73.937261,-0.8,28.7,29.0
E 118 St & 1 Ave,40.79747,-73.93504,-0.6,44.0,44.3
E 118 St & 3 Ave,40.799139,-73.9389152,-0.9,27.6,27.9
E 118 St & Madison Ave,40.8014866,-73.9442507,-0.6,37.7,38.0
E 118 St & Park Ave,40.8005385,-73.9419949,-1.2,11.4,11.5
E 12 St & 3 Ave,40.73223272,-73.98889957,1.0,94.3,93.4
E 12 St & Ave C,40.727243,-73.976831,-0.0,72.0,72.0
E 123 St & Lexington Ave,40.8029263,-73.9379,-0.4,25.5,25.6
E 128 St & 3 Ave,40.805631,-73.934077,-3.0,3.4,3.5
E 128 St & Madison Ave,40.80756,-73.939182,-0.6,22.5,22.7
E 13 St & 2 Ave,40.73153937464073,-73.9853024482727,-0.5,181.0,181.9
E 13 St & Avenue A,40.72966729392978,-73.98067966103554,0.7,120.9,120.0
E 132 St & Madison Ave,40.810224,-73.937195,-0.4,21.2,21.3
E 133 St & Cypress Pl,40.80262,-73.9174,-3.2,2.6,2.7
E 134 St & Walnut Ave,40.800425,-73.911034,-3.5,1.7,1.7
